"no","tahun","pemda","provinsi","wilayah","disclaimer","special_row","400_a","400_r","400_p","410_a","410_r","410_p","411_a","411_r","411_p","412_a","412_r","412_p","413_a","413_r","413_p","414_a","414_r","414_p","420_a","420_r","420_p","421_a","421_r","421_p","422_a","422_r","422_p","423_a","423_r","423_p","430_a","430_r","430_p","431_a","431_r","431_p","432_a","432_r","432_p","433_a","433_r","433_p","434_a","434_r","434_p","435_a","435_r","435_p","436_a","436_r","436_p","439_a","439_r","439_p","500_a","500_r","500_p","510_a","510_r","510_p","511_a","511_r","511_p","512_a","512_r","512_p","513_a","513_r","513_p","514_a","514_r","514_p","515_a","515_r","515_p","516_a","516_r","516_p","517_a","517_r","517_p","518_a","518_r","518_p","519_a","519_r","519_p","520_a","520_r","520_p","521_a","521_r","521_p","522_a","522_r","522_p","523_a","523_r","523_p","600_a","600_r","600_p","610_a","610_r","610_p","611_a","611_r","611_p","612_a","612_r","612_p","613_a","613_r","613_p","614_a","614_r","614_p","615_a","615_r","615_p","616_a","616_r","616_p","617_a","617_r","617_p","619_a","619_r","619_p","620_a","620_r","620_p","621_a","621_r","621_p","622_a","622_r","622_p","623_a","623_r","623_p","624_a","624_r","624_p","625_a","625_r","625_p","626_a","626_r","626_p","629_a","629_r","629_p"
"322","2019","13","15","Kab. Murung Raya","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1197715155195","1202259435216","100,38 %","71703899791","80128875111","111,75 %","6878999791","21022727755","305,61 %","2407400000","2524427114","104,86 %","7000000000","7335406579","104,79 %","55417500000","49246313663","88,86 %","954724867000","922839974203","96,66 %","124557405000","105950536960","85,06 %","684505504000","684505504000","100,00 %","145661958000","132383933243","90,88 %","171286388404","199290585902","116,35 %","18362140000","26775052000","145,82 %","0","0","-","29364157404","48955442902","166,72 %","0","123560091000","-","0","0","-","123560091000","0","0,00 %","0","0","-","1205048060392","1156266996640","95,95 %","702441861544","696731747659","99,19 %","442388952467","390765100378","88,33 %","0","0","-","1401314281","1401314281","100,00 %","18008050000","62146453072","345,10 %","33007000000","37112335648","112,44 %","928640000","802386800","86,40 %","205707904796","204299157480","99,32 %","1000000000","205000000","20,50 %","0","0","-","502606198848","459535248981","91,43 %","100129901131","99376113139","99,25 %","231912337437","220242972472","94,97 %","170563960280","139916163370","82,03 %","7332905197","74992311270","1.022,68 %","13582905197","74992311270","552,11 %","13582905197","74992311270","552,11 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","6250000000","0","0,00 %","0","0","-","6250000000","0","0,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"323","2019","14","15","Kab. Barito Timur","Realisasi APBD 2019 (per 21 Oktober 2020)","False","954296756601","916966064450","96,09 %","88437482415","58023576122","65,61 %","38503000000","15438800775","40,10 %","12932710000","2251525262","17,41 %","8629483615","7681995596","89,02 %","28372288800","32651254489","115,08 %","713792040000","700926761356","98,20 %","72627918000","69065134409","95,09 %","491080267000","491080267000","100,00 %","150083855000","140781359947","93,80 %","152067234186","158015726972","103,91 %","14359800000","17707463251","123,31 %","0","0","-","25170595186","31802772321","126,35 %","111036839000","108505491400","97,72 %","1500000000","0","0,00 %","0","0","-","0","0","-","960133786722","876574472516","91,30 %","545307909924","498945329250","91,50 %","366174308153","332929510237","90,92 %","0","0","-","600000000","600000000","100,00 %","13934700000","12175400000","87,37 %","2500000000","567470000","22,70 %","5143571000","0","0,00 %","154955330771","152672949013","98,53 %","2000000000","0","0,00 %","0","0","-","414825876798","377629143266","91,03 %","74610663072","1594155000","2,14 %","199269392537","258986941874","129,97 %","140945821189","117048046392","83,04 %","5837030120","30062956533","515,04 %","5837030120","30062956533","515,04 %","5837030120","30062956533","515,04 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"324","2019","--","15","se-Prov. Kalimantan Tengah","Realisasi APBD 2019 (per 21 Oktober 2020)","False","21979371505172","21607066854193","98,31 %","3030238616392","3212108868621","106,00 %","1761532772141","1970568890240","111,87 %","141770659485","132093598337","93,17 %","185974678550","184706320636","99,32 %","940960506216","924740059408","98,28 %","16067227036449","15658487436343","97,46 %","2106622622449","1936022917386","91,90 %","10428419890000","10428893538000","100,00 %","3532184524000","3293570980957","93,24 %","2881905852331","2736470549229","94,95 %","599403321224","423470332870","70,65 %","0","5297663000","-","757036858690","714590110370","94,39 %","1079079880000","1388909725794","128,71 %","56407500000","37765000000","66,95 %","389978292417","0","0,00 %","0","166437717195","-","22740614666706","21609292374926","95,03 %","11614478393934","11132540427764","95,85 %","7491683519523","6699485081094","89,43 %","7970000000","5390821205","67,64 %","7806241181","6885605183","88,21 %","810589766275","1170864958693","144,45 %","137805575294","128888438070","93,53 %","719608181450","745553360996","103,61 %","2385205407678","2364314211252","99,12 %","53809702533","11157951271","20,74 %","0","0","-","11126136272772","10476751947162","94,16 %","1227794617689","769186999046","62,65 %","4906826135288","4866722745070","99,18 %","4991515519795","4840842203046","96,98 %","935896666024","2306957937533","246,50 %","1059597601727","2444394552506","230,69 %","1059447601727","2398702011767","226,41 %","0","4290747468","-","0","0","-","0","41109373471","-","150000000","0","0,00 %","0","150000000","-","0","142419800","-","0","0","-","123700935703","137436614973","111,10 %","0","0","-","74600935703","73543435703","98,58 %","49100000000","63893179270","130,13 %","0","0","-","0","0","-","0","0","-","0","0","-"
"325","2019","04","17","Kab. Kutai Barat","Realisasi APBD 2019 (per 21 Oktober 2020)","False","2310669000000","2560431052381","110,81 %","107998260353","168902593789","156,39 %","19955000000","43198298004","216,48 %","5000000000","6041366280","120,83 %","5000000000","4293410615","85,87 %","78043260353","115369518890","147,83 %","1707802678000","1833112625065","107,34 %","930559295000","1074459081974","115,46 %","618522771000","618522771000","100,00 %","158720612000","140130772091","88,29 %","494868061647","558415833527","112,84 %","20848199160","26275936139","126,03 %","0","0","-","174332863487","217261718988","124,62 %","187636999000","187636999000","100,00 %","112050000000","127241179400","113,56 %","0","0","-","0","0","-","2421408564999","2209815381861","91,26 %","999831900252","899561492758","89,97 %","529599103437","445964809404","84,21 %","0","0","-","600000000","567432000","94,57 %","106243949501","68391934957","64,37 %","27201726714","53740008978","197,56 %","0","0","-","333187120600","330396867419","99,16 %","3000000000","500440000","16,68 %","0","0","-","1421576664747","1310253889103","92,17 %","314920442842","3163468382","1,00 %","505300874894","746979907987","147,83 %","601355347011","560110512734","93,14 %","110739565000","222351896947","200,79 %","123414565000","229451896947","185,92 %","122414565000","228202028947","186,42 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1000000000","1249868000","124,99 %","0","0","-","12675000000","7100000000","56,02 %","0","0","-","12675000000","7100000000","56,02 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"326","2019","05","17","Kab. Kutai Timur","Realisasi APBD 2019 (per 21 Oktober 2020)","False","3359939415390","3967561463078","118,08 %","164584524300","207991778310","126,37 %","82000000000","109901499523","134,03 %","6200000000","9405179349","151,70 %","8376180000","7378191207","88,09 %","68008344300","81306908231","119,55 %","2331845508600","2708779804360","116,16 %","1541886289600","1932216253184","125,32 %","582721208000","584855941000","100,37 %","207238011000","191707610176","92,51 %","863509382490","1050789880408","121,69 %","60150198090","224892000153","373,88 %","0","0","-","502957253400","609873551255","121,26 %","205151931000","33274329000","16,22 %","95250000000","182750000000","191,86 %","0","0","-","0","0","-","3509225714390","3825129718587","109,00 %","1161534223692","1250070388966","107,62 %","662263234079","710044009364","107,21 %","16500000000","0","0,00 %","6045683535","916478000","15,16 %","90080954318","88037993890","97,73 %","4660000000","496782000","10,66 %","0","0","-","380484351760","449075125712","118,03 %","1500000000","1500000000","100,00 %","0","0","-","2347691490698","2575059329621","109,68 %","190442600817","0","0,00 %","1061513498691","1510449236359","142,29 %","1095735391190","1064610093262","97,16 %","149286299000","23705548089","15,88 %","273572598000","23705548089","8,67 %","0","23705548089","-","0","0","-","0","0","-","273572598000","0","0,00 %","0","0","-","0","0","-","0","0","-","0","0","-","124286299000","0","0,00 %","0","0","-","4000000000","0","0,00 %","120286299000","0","0,00 %","0","0","-","0","0","-","0","0","-","0","0","-"
"327","2019","10","17","Kota Bontang","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1351230694044","1481549014093","109,64 %","169735860000","218743530945","128,87 %","96060000000","116864297801","121,66 %","4103700000","6331946328","154,30 %","5835000000","4504282490","77,19 %","63737160000","91043004326","142,84 %","958564302000","996123411211","103,92 %","654599486000","698202723351","106,66 %","233360408000","233360408000","100,00 %","70604408000","64560279860","91,44 %","222930532044","266682071937","119,63 %","13886200000","14595353748","105,11 %","0","0","-","165571050044","186353421578","112,55 %","31973282000","31973282000","100,00 %","10000000000","30750000000","307,50 %","1500000000","0","0,00 %","0","3010014611","-","1451230694044","1557699083829","107,34 %","467155185568","471131196673","100,85 %","440895695068","446614560880","101,30 %","0","0","-","0","0","-","16428390500","17999916155","109,57 %","1400000000","619935699","44,28 %","0","0","-","5931100000","5726793289","96,56 %","2500000000","169990650","6,80 %","0","0","-","984075508476","1086567887156","110,42 %","37582108139","43922732915","116,87 %","511712254268","558867142673","109,22 %","434781146069","483778011568","111,27 %","100000000000","257728040489","257,73 %","100000000000","257728040489","257,73 %","100000000000","257728040489","257,73 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"328","2019","00","17","Prov. Kalimantan Timur","Realisasi APBD 2019 (per 21 Oktober 2020)","False","10549624013250","11775086446201","111,62 %","5452964353550","6555852805409","120,23 %","4420000000000","4984520517159","112,77 %","28616725000","26494287130","92,58 %","224523866374","392379951610","174,76 %","779823762176","1152458049510","147,78 %","5059832628500","5176264298792","102,30 %","3038477121500","3207168795642","105,55 %","815693641000","815693641000","100,00 %","1205661866000","1153401862150","95,67 %","36827031200","42969342000","116,68 %","12272000000","14922090000","121,59 %","0","0","-","0","0","-","9883392000","9883392000","100,00 %","14671639200","18163860000","123,80 %","0","0","-","0","0","-","10669670000000","11387618509351","106,73 %","6526656978075","7412028595580","113,57 %","1774799167283","1697028223082","95,62 %","0","0","-","0","0","-","765270838400","806273965000","105,36 %","9774550000","8432500000","86,27 %","2579253034454","2892136260478","112,13 %","1372559387938","2007253917583","146,24 %","25000000000","903729437","3,61 %","0","0","-","4143013021925","3975589913771","95,96 %","292637422329","86175000","0,03 %","2419924279524","2767688216972","114,37 %","1430451320072","1207815521799","84,44 %","120045986750","1861926227625","1.551,01 %","220045986750","1861926227625","846,15 %","220045986750","1861926227625","846,15 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","100000000000","0","0,00 %","0","0","-","100000000000","0","0,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"329","2019","03","17","Kab. Kutai Kartanegara","Realisasi APBD 2019 (per 21 Oktober 2020)","False","5002311146452","5745271078058","114,85 %","377030636810","552433123136","146,52 %","60252455224","75147461369","124,72 %","12192593273","6445794373","52,87 %","37050000000","151207827428","408,12 %","267535588313","319632039966","119,47 %","3902216735642","4353322692588","111,56 %","3185887819230","3670768804866","115,22 %","307135946000","298992910000","97,35 %","409192970412","383560977722","93,74 %","723063774000","839515262334","116,11 %","95084200000","99032320000","104,15 %","0","0","-","343032800000","400629614534","116,79 %","185361774000","181918327800","98,14 %","99585000000","157935000000","158,59 %","0","0","-","0","0","-","5105955650300","4651963685228","91,11 %","2511191124750","2106085698831","83,87 %","1823297217971","1532349951516","84,04 %","0","0","-","0","0","-","39888100000","40563269050","101,69 %","2912000000","5539000000","190,21 %","0","0","-","640093806779","527562399915","82,42 %","5000000000","71078350","1,42 %","0","0","-","2594764525550","2545877986397","98,12 %","120786187022","0","0,00 %","1343293050132","1394584211395","103,82 %","1130685288396","1151293775002","101,82 %","103644503849","564391109593","544,55 %","108144503849","592466109593","547,85 %","108144503849","592466109593","547,85 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","4500000000","28075000000","623,89 %","0","0","-","4500000000","28075000000","623,89 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"330","2019","08","17","Kab. Paser","Realisasi APBD 2019 (per 21 Oktober 2020)","False","2256065924000","2648325409402","117,39 %","123352658000","166152927546","134,70 %","30000000000","48875114199","162,92 %","8674500000","9563179543","110,24 %","6500000000","6765981707","104,09 %","78178158000","100948652097","129,13 %","1413546494000","1620239684963","114,62 %","807730028000","1033104995562","127,90 %","410681304000","410681304000","100,00 %","195135162000","176453385401","90,43 %","719166772000","861932796893","119,85 %","37418469000","42609438665","113,87 %","0","0","-","232522760000","264547365628","113,77 %","122624619000","121075068600","98,74 %","326600924000","433700924000","132,79 %","0","0","-","0","0","-","2393565924000","2504287925778","104,63 %","995747236513","926153398762","93,01 %","672840956786","610380921902","90,72 %","0","0","-","0","0","-","44797100000","41593776058","92,85 %","4475000000","2975000000","66,48 %","3867450000","4139353500","107,03 %","263766729727","261065487302","98,98 %","6000000000","5998860000","99,98 %","0","0","-","1397818687487","1578134527016","112,90 %","154186949792","161831124350","104,96 %","542370840768","544909705608","100,47 %","701260896927","871393697058","124,26 %","137500000000","298336162777","216,97 %","150000000000","318336162777","212,22 %","150000000000","318336162777","212,22 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","12500000000","20000000000","160,00 %","0","0","-","12500000000","20000000000","160,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"331","2019","01","17","Kab. Berau","Realisasi APBD 2019 (per 21 Oktober 2020)","False","2649842000000","2956615205751","111,58 %","213228443000","231015862552","108,34 %","58000000000","74832606198","129,02 %","16042577900","11013883569","68,65 %","29231873821","23988399880","82,06 %","109953991279","121180972905","110,21 %","1822515158000","2017537589443","110,70 %","1008138616000","1225153328072","121,53 %","596930629000","596930629000","100,00 %","217445913000","195453632371","89,89 %","614098399000","708061753756","115,30 %","34822800000","37227153097","106,90 %","0","0","-","290143166000","316392813659","109,05 %","120553433000","119482787000","99,11 %","168579000000","234959000000","139,38 %","0","0","-","0","0","-","2642342000000","2956471985201","111,89 %","931777678754","1011164430870","108,52 %","611190966754","603646462342","98,77 %","0","0","-","0","0","-","20483195000","51361812227","250,75 %","7607500000","6247000000","82,12 %","7500000000","8095452000","107,94 %","279996017000","341813704301","122,08 %","5000000000","0","0,00 %","0","0","-","1710564321246","1945307554331","113,72 %","79746880590","11395265400","14,29 %","571852291692","647370581004","113,21 %","1058965148964","1286541707927","121,49 %","-7500000000","805457105337","-10.739,43 %","0","805457105337","-","0","805457105337","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","7500000000","0","0,00 %","0","0","-","0","0","-","0","0","-","7500000000","0","0,00 %","0","0","-","0","0","-","0","0","-"
