"no","tahun","pemda","provinsi","wilayah","disclaimer","special_row","400_a","400_r","400_p","410_a","410_r","410_p","411_a","411_r","411_p","412_a","412_r","412_p","413_a","413_r","413_p","414_a","414_r","414_p","420_a","420_r","420_p","421_a","421_r","421_p","422_a","422_r","422_p","423_a","423_r","423_p","430_a","430_r","430_p","431_a","431_r","431_p","432_a","432_r","432_p","433_a","433_r","433_p","434_a","434_r","434_p","435_a","435_r","435_p","436_a","436_r","436_p","439_a","439_r","439_p","500_a","500_r","500_p","510_a","510_r","510_p","511_a","511_r","511_p","512_a","512_r","512_p","513_a","513_r","513_p","514_a","514_r","514_p","515_a","515_r","515_p","516_a","516_r","516_p","517_a","517_r","517_p","518_a","518_r","518_p","519_a","519_r","519_p","520_a","520_r","520_p","521_a","521_r","521_p","522_a","522_r","522_p","523_a","523_r","523_p","600_a","600_r","600_p","610_a","610_r","610_p","611_a","611_r","611_p","612_a","612_r","612_p","613_a","613_r","613_p","614_a","614_r","614_p","615_a","615_r","615_p","616_a","616_r","616_p","617_a","617_r","617_p","619_a","619_r","619_p","620_a","620_r","620_p","621_a","621_r","621_p","622_a","622_r","622_p","623_a","623_r","623_p","624_a","624_r","624_p","625_a","625_r","625_p","626_a","626_r","626_p","629_a","629_r","629_p"
"487","2019","--","25","se-Prov. Maluku","Realisasi APBD 2019 (per 21 Oktober 2020)","False","14807724743396","14177277560493","95,74 %","1341785938824","1045205236762","77,90 %","593802642444","561930238795","94,63 %","242301580098","201609523685","83,21 %","41820764264","0","0,00 %","463860952018","281665474282","60,72 %","11770465535463","11473717150392","97,48 %","291094966463","225917418821","77,61 %","8197339887000","8197514122325","100,00 %","3282030682000","3050285609246","92,94 %","1695473269109","1658355173339","97,81 %","459000780739","528363097892","115,11 %","0","0","-","207463350370","208350204496","100,43 %","920071335000","667210715691","72,52 %","108937803000","255877481700","234,88 %","0","0","-","0","-1446326440","-","15184682749779","14064701438228","92,62 %","7534693286914","7302273940322","96,92 %","4639856934663","4382498503036","94,45 %","4465516121","3837629519","85,94 %","23924088174","23053622443","96,36 %","706877308428","803461550807","113,66 %","78122141699","79863533906","102,23 %","198760823633","411314182424","206,94 %","1827059262917","1572688442895","86,08 %","55627211279","25556475292","45,94 %","0","0","-","7649989462865","6762427497906","88,40 %","219261801757","47087682531","21,48 %","4027247351325","3873052477153","96,17 %","3403480309783","2842287338222","83,51 %","376958006384","511414648693","135,67 %","473823155355","560079648693","118,20 %","432123155355","560079648693","129,61 %","0","0","-","0","0","-","40000000000","0","0,00 %","0","0","-","0","0","-","1700000000","0","0,00 %","0","0","-","96865148971","48665000000","50,24 %","0","0","-","56915000000","33665000000","59,15 %","14634146341","15000000000","102,50 %","0","0","-","25316002630","0","0,00 %","0","0","-","0","0","-"
"488","2019","21","26","Kab. Mamberamo Raya","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1238713411616","1130628764175","91,27 %","7455000000","7331322105","98,34 %","3250000000","2573793540","79,19 %","0","6040000","-","900000000","1286325735","142,93 %","3305000000","3465162830","104,85 %","990903700300","929485632805","93,80 %","51917355000","31306184143","60,30 %","735003883000","735003883000","100,00 %","203982462300","163175565662","79,99 %","240354711316","193811809265","80,64 %","31000000000","29247500000","94,35 %","0","0","-","3430473316","8032327279","234,15 %","100603895000","156531981986","155,59 %","105320343000","0","0,00 %","0","0","-","0","0","-","1271966178694","1226794991277","96,45 %","487537946227","573156708707","117,56 %","199120414934","272853775281","137,03 %","0","0","-","13000000000","11200000000","86,15 %","51025000000","64183750000","125,79 %","15800000000","28793500000","182,24 %","0","0","-","207500703878","185926683426","89,60 %","1091827415","10199000000","934,12 %","0","0","-","784428232467","653638282570","83,33 %","93908941972","73400000","0,08 %","373539243567","383293313153","102,61 %","316980046928","270271569417","85,26 %","33252767078","100319695059","301,69 %","36252767078","103319695059","285,00 %","36252767078","43319695059","119,49 %","0","0","-","0","0","-","0","60000000000","-","0","0","-","0","0","-","0","0","-","0","0","-","3000000000","3000000000","100,00 %","0","0","-","3000000000","3000000000","100,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"489","2019","22","26","Kab. Mamberamo Tengah","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1032127829901","997303522521","96,63 %","2200000000","21037018637","956,23 %","2000000000","0","0,00 %","200000000","143500000","71,75 %","0","298350775","-","0","20595167862","-","816023949000","806589798666","98,84 %","33085790000","25183858066","76,12 %","671842674000","671842674000","100,00 %","111095485000","109563266600","98,62 %","213903880901","169676705218","79,32 %","0","8220190279","-","0","0","-","4717395401","11362176146","240,86 %","112493285000","150094338793","133,43 %","5589955000","0","0,00 %","91103245500","0","0,00 %","0","0","-","1068831208037","958690452095","89,70 %","458925618455","402611601589","87,73 %","255022004025","202075424089","79,24 %","0","0","-","0","0","-","44800000000","22767600000","50,82 %","38546688930","67316900000","174,64 %","0","0","-","116556925500","110259877500","94,60 %","4000000000","191800000","4,80 %","0","0","-","609905589582","556078850506","91,17 %","54942679434","845260000","1,54 %","318650454692","342312572042","107,43 %","236312455456","212921018464","90,10 %","36703378136","65662644071","178,90 %","36703378136","65662644071","178,90 %","36703378136","65662644071","178,90 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"490","2019","23","26","Kab. Yalimo","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1305531772669","1246781065490","95,50 %","35347630065","22191042813","62,78 %","5075600000","11608163418","228,71 %","1660000000","58950000","3,55 %","250000000","408648407","163,46 %","28362030065","10115280988","35,66 %","909515102000","896099327638","98,52 %","32921496000","25034666545","76,04 %","633292256000","633292256000","100,00 %","243301350000","237772405093","97,73 %","360669040604","328490695039","91,08 %","5700000000","12107000000","212,40 %","0","0","-","5364665604","11577485123","215,81 %","349604375000","304806209916","87,19 %","0","0","-","0","0","-","0","0","-","1303781772669","1288840406779","98,85 %","551259931591","622679045002","112,96 %","193833373391","211342743502","109,03 %","0","0","-","1500000000","250000000","16,67 %","31905000000","37737844000","118,28 %","12165000000","30522500000","250,90 %","0","0","-","310856558200","339844907500","109,33 %","1000000000","2981050000","298,11 %","0","0","-","752521841078","666161361777","88,52 %","1032337500","30426718631","2.947,36 %","308104569974","257600988637","83,61 %","443384933604","378133654509","85,28 %","-1750000000","70300677903","-4.017,18 %","0","70300677903","-","0","70300677903","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1750000000","0","0,00 %","0","0","-","1750000000","0","0,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"491","2019","24","26","Kab. Lanny Jaya","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1472272741766","1348115209539","91,57 %","53115000000","26144000478","49,22 %","1000000000","2186035825","218,60 %","2405000000","403720000","16,79 %","500000000","719958434","143,99 %","49210000000","22834286219","46,40 %","889810124000","876273804980","98,48 %","33305291000","25094317800","75,35 %","656350150000","655966150000","99,94 %","200154683000","195213337180","97,53 %","529347617766","445697404081","84,20 %","0","13137577055","-","0","0","-","11421100766","12077757817","105,75 %","126725154000","415682069209","328,02 %","41313100000","4800000000","11,62 %","349888263000","0","0,00 %","0","0","-","1525099876421","1328525776188","87,11 %","882990829281","764353279896","86,56 %","267421957261","238777708372","89,29 %","0","232500000","-","5000000000","2866904000","57,34 %","45200000000","17314000000","38,31 %","95367122940","63024732940","66,09 %","40000000","39648000","99,12 %","464961749080","429247786584","92,32 %","5000000000","12850000000","257,00 %","0","0","-","642109047140","564172496292","87,86 %","82207282700","72919555300","88,70 %","285984193320","292425562498","102,25 %","273917571120","198827378494","72,59 %","52827134655","30548076130","57,83 %","52827134655","57548076130","108,94 %","25827134655","30548076130","118,28 %","0","0","-","0","0","-","27000000000","27000000000","100,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","27000000000","-","0","0","-","0","0","-","0","27000000000","-","0","0","-","0","0","-","0","0","-","0","0","-"
"492","2019","25","26","Kab. Nduga","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1231346946043","1149802268070","93,38 %","13781647989","9833770963","71,35 %","20000000","1008167446","5.040,84 %","50000000","337914000","675,83 %","2500000000","959848584","38,39 %","11211647989","7527840933","67,14 %","866177022000","843650941637","97,40 %","33571797000","28440533660","84,72 %","645650357000","645650357000","100,00 %","186954868000","169560050977","90,70 %","351388276054","296317555470","84,33 %","0","5216840498","-","0","0","-","6984147054","11098632678","158,91 %","320907369000","276502082294","86,16 %","23496760000","3500000000","14,90 %","0","0","-","0","0","-","1290236942283","1357620425799","105,22 %","602628004211","626599059475","103,98 %","219400356471","191968103735","87,50 %","0","0","-","1333080000","1479958000","111,02 %","27350000000","29250000000","106,95 %","39507167740","69635282740","176,26 %","0","0","-","290037400000","276357800000","95,28 %","25000000000","57907915000","231,63 %","0","0","-","687608938072","731021366324","106,31 %","30917563370","31847354981","103,01 %","314369762277","356961754353","113,55 %","342321612425","342212256990","99,97 %","30000000000","218896287039","729,65 %","30000000000","218896287039","729,65 %","30000000000","43896287039","146,32 %","0","0","-","0","0","-","0","175000000000","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"493","2019","27","26","Kab. Puncak ","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1363920204458","1306375378239","95,78 %","7120000000","10657413155","149,68 %","0","0","-","120000000","128000000","106,67 %","1000000000","1979143470","197,91 %","6000000000","8550269685","142,50 %","1004128641000","984774600631","98,07 %","36475861000","28219510665","77,36 %","825597943000","825597943000","100,00 %","142054837000","130957146966","92,19 %","352671563458","310943364453","88,17 %","0","0","-","0","0","-","7730721038","11487124055","148,59 %","324445842420","299456240398","92,30 %","20495000000","0","0,00 %","0","0","-","0","0","-","1529594894641","1410474856923","92,21 %","718154530297","652693356501","90,88 %","336081138197","276040717627","82,14 %","14250000000","0","0,00 %","11160000000","7438740000","66,66 %","58483943000","54048840000","92,42 %","15475000000","31557620000","203,93 %","21551845100","16551845100","76,80 %","256152604000","255856633774","99,88 %","5000000000","11198960000","223,98 %","0","0","-","811440364344","757781500422","93,39 %","57082034190","0","0,00 %","389022204369","475872163519","122,33 %","365336125785","281909336903","77,16 %","165674690183","129192339260","77,98 %","241674690183","130192339260","53,87 %","0","5192339260","-","0","0","-","0","0","-","241674690183","125000000000","51,72 %","0","0","-","0","0","-","0","0","-","0","0","-","76000000000","1000000000","1,32 %","0","0","-","1000000000","1000000000","100,00 %","75000000000","0","0,00 %","0","0","-","0","0","-","0","0","-","0","0","-"
"494","2019","26","26","Kab. Dogiyai","Realisasi APBD 2019 (per 21 Oktober 2020)","False","963041322574","898076395648","93,25 %","5178245574","8597146006","166,02 %","2310000000","2661672152","115,22 %","192950000","58432872","30,28 %","503982174","1029252577","204,22 %","2171313400","4847788405","223,27 %","727251241000","698808439797","96,09 %","34324103000","25671303775","74,79 %","517342366000","517342366000","100,00 %","175584772000","155794770022","88,73 %","230611836000","190670809845","82,68 %","0","1994802191","-","0","0","-","8092290000","13565796190","167,64 %","222519546000","175110211464","78,69 %","0","0","-","0","0","-","0","0","-","952526177574","903332557603","94,84 %","430714162998","428987362815","99,60 %","210758725501","202473570338","96,07 %","2000000000","316666668","15,83 %","5000000000","5297522000","105,95 %","22772000000","29873853600","131,19 %","6115000000","14053294000","229,82 %","0","0","-","180568437497","175956456209","97,45 %","3500000000","1016000000","29,03 %","0","0","-","521812014576","474345194788","90,90 %","85580315967","83625655049","97,72 %","219103761409","227797719909","103,97 %","217127937200","162921819830","75,03 %","-10515145000","22864489272","-217,44 %","7484855000","40864489272","545,96 %","7484855000","40864489272","545,96 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","18000000000","18000000000","100,00 %","0","0","-","3000000000","3000000000","100,00 %","15000000000","15000000000","100,00 %","0","0","-","0","0","-","0","0","-","0","0","-"
"495","2019","28","26","Kab. Intan Jaya","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1159914325298","1113358357532","95,99 %","6246941241","12729091646","203,77 %","0","0","-","0","0","-","0","0","-","6246941241","12729091646","203,77 %","888443572000","887378048467","99,88 %","34908190000","40784024082","116,83 %","717101942000","717101942000","100,00 %","136433440000","129492082385","94,91 %","265223812057","213251217419","80,40 %","1980620000","4040345547","203,99 %","0","0","-","4686420057","11120615489","237,29 %","110491536000","198090256383","179,28 %","9599400000","0","0,00 %","138465836000","0","0,00 %","0","0","-","1159914325298","1082528725148","93,33 %","475507528544","458695643048","96,46 %","228194208908","205705487180","90,14 %","0","0","-","6629381818","6155990400","92,86 %","42110700000","36607777000","86,93 %","25922608318","37308307000","143,92 %","0","0","-","170650629500","170918221000","100,16 %","2000000000","1999860468","99,99 %","0","0","-","684406796754","623833082100","91,15 %","43145173516","134915000","0,31 %","327000188878","349003618217","106,73 %","314261434360","274694548883","87,41 %","0","110159673999","-","0","110159673999","-","0","110159673999","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"496","2019","29","26","Kab. Deiyai","Realisasi APBD 2019 (per 21 Oktober 2020)","False","899686502839","842991411939","93,70 %","1500000000","2591919064","172,79 %","450000000","85649170","19,03 %","150000000","0","0,00 %","0","352779633","-","900000000","2153490261","239,28 %","688285661000","675723099281","98,17 %","35388173000","26761907274","75,62 %","502354327000","502354327000","100,00 %","150543161000","146606865007","97,39 %","209900841839","164676393594","78,45 %","0","0","-","0","0","-","5913434839","11422045174","193,15 %","197318582000","153254348420","77,67 %","6668825000","0","0,00 %","0","0","-","0","0","-","898186502839","868665993742","96,71 %","428793870604","404711973361","94,38 %","215691733354","173781214369","80,57 %","0","0","-","0","0","-","31407348250","46395620000","147,72 %","20000000000","36498000000","182,49 %","0","0","-","160194789000","147037138992","91,79 %","1500000000","1000000000","66,67 %","0","0","-","469392632235","463954020381","98,84 %","40750065020","684500000","1,68 %","249004478121","313260580479","125,81 %","179638089094","150008939902","83,51 %","-1500000000","40014136736","-2.667,61 %","0","42121402333","-","0","12121402333","-","0","0","-","0","0","-","0","30000000000","-","0","0","-","0","0","-","0","0","-","0","0","-","1500000000","2107265597","140,48 %","0","0","-","1500000000","1500000000","100,00 %","0","607265597","-","0","0","-","0","0","-","0","0","-","0","0","-"
"497","2019","20","26","Kab. Supiori","Realisasi APBD 2019 (per 21 Oktober 2020)","False","803895693908","722527028836","89,88 %","32074500000","9287462223","28,96 %","5375000000","1716259829","31,93 %","405000000","316380105","78,12 %","3950000000","1132062641","28,66 %","22344500000","6122759648","27,40 %","631441057000","609251351225","96,49 %","33777992000","25415429095","75,24 %","464146649000","464146469000","100,00 %","133516416000","119689453130","89,64 %","140380136908","103988215388","74,08 %","0","6080120000","-","0","0","-","3559383908","12243725855","343,98 %","86513444000","85664369533","99,02 %","8045575000","0","0,00 %","42261734000","0","0,00 %","0","0","-","803875879946","689306430141","85,75 %","295793240885","297486834909","100,57 %","192801931885","195420650409","101,36 %","0","0","-","0","0","-","7460000000","7760000000","104,02 %","15824000000","15961793000","100,87 %","0","0","-","79707309000","78344391500","98,29 %","0","0","-","0","0","-","508082639061","391819595232","77,12 %","35941647200","1994923550","5,55 %","243147928590","227099752487","93,40 %","228993063271","162724919195","71,06 %","-19813962","12996271906","-65.591,48 %","44750000000","54717501097","122,27 %","44750000000","54717501097","122,27 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","44769813962","41721229191","93,19 %","0","0","-","4667948962","4667948962","100,00 %","40101865000","37053280229","92,40 %","0","0","-","0","0","-","0","0","-","0","0","-"
"498","2019","00","26","Prov. Papua","Realisasi APBD 2019 (per 21 Oktober 2020)","False","13978117822487","15239936933219","109,03 %","938055365341","2027638465327","216,15 %","669939278125","1469232130393","219,31 %","41604581700","27246631641","65,49 %","53580182602","24739418877","46,17 %","172931322914","506420284416","292,84 %","4407385762146","4522405712374","102,61 %","648886536000","707243299539","108,99 %","2616545381000","2616545381000","100,00 %","1141953845146","1198617031835","104,96 %","8632676695000","8689892755518","100,66 %","0","15216060518","-","0","0","-","0","0","-","8632676695000","8674676695000","100,49 %","0","0","-","0","0","-","0","0","-","13928117822487","13421675432411","96,36 %","6838354558856","6908860893512","101,03 %","2716116329736","2100951256026","77,35 %","0","0","-","0","0","-","1268348815190","1613095350495","127,18 %","71479648483","60778240000","85,03 %","459263805847","828799492988","180,46 %","2298145959600","2290235705220","99,66 %","25000000000","15000848783","60,00 %","0","0","-","7089763263631","6512814538899","91,86 %","309845062100","263957320138","85,19 %","3968310248916","4012305795610","101,11 %","2811607952615","2236551423151","79,55 %","-50000000000","927046000042","-1.854,09 %","0","1030924455602","-","0","1030924455602","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","50000000000","103878455560","207,76 %","0","53878455560","-","50000000000","50000000000","100,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"499","2019","02","26","Kab. Jayapura","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1376777866641","1296300298002","94,15 %","115479030000","103441918383","89,58 %","48242562990","38880544593","80,59 %","26474295263","20444564750","77,22 %","5250000000","2869248120","54,65 %","35512171747","41247560920","116,15 %","928537880000","915331933002","98,58 %","57753851000","52651270341","91,16 %","705738251000","705738251000","100,00 %","165045778000","156942411661","95,09 %","332760956641","277526446617","83,40 %","19347428386","44847754900","231,80 %","0","0","-","20878675255","33194407326","158,99 %","273528958000","195468986891","71,46 %","19005895000","4015297500","21,13 %","0","0","-","0","0","-","1430557360391","1378158551291","96,34 %","740891893557","700217336977","94,51 %","466835823337","403392175768","86,41 %","0","0","-","0","0","-","30333290320","32762553000","108,01 %","5950000000","8463308000","142,24 %","3093269700","0","0,00 %","229679510200","224737387689","97,85 %","5000000000","30861912520","617,24 %","0","0","-","689665466834","677941214314","98,30 %","101933910614","0","0,00 %","349251601394","421339611322","120,64 %","238479954826","256601602992","107,60 %","53779493750","125911593794","234,13 %","53779493750","125911593794","234,13 %","53779493750","125911593794","234,13 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"500","2019","01","26","Kab. Biak Numfor","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1408847885801","1307652085588","92,82 %","41771172937","111837784375","267,74 %","7605329595","12156435054","159,84 %","4616791516","4102652048","88,86 %","0","0","-","29549051826","95578697273","323,46 %","914702016000","901601682984","98,57 %","38636076000","39073874981","101,13 %","608602076000","608602076000","100,00 %","267463864000","253925732003","94,94 %","452374696864","294212618229","65,04 %","0","16156244510","-","0","9875898000","-","17859947864","28065908152","157,14 %","302820324000","234974767567","77,60 %","131694425000","5139800000","3,90 %","0","0","-","0","0","-","1398847885801","1271697049551","90,91 %","774851053369","710348631491","91,68 %","430650707669","375226121291","87,13 %","0","0","-","0","0","-","50862000000","62842181000","123,55 %","0","4637328000","-","0","0","-","292838345700","265543001200","90,68 %","500000000","2100000000","420,00 %","0","0","-","623996832432","561348418060","89,96 %","68303301500","9186993932","13,45 %","356317733278","380910503978","106,90 %","199375797654","171250920150","85,89 %","-10000000000","24338511657","-243,39 %","0","62323660731","-","0","62323660731","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","10000000000","37985149074","379,85 %","0","0","-","0","0","-","10000000000","0","0,00 %","0","0","-","0","37985149074","-","0","0","-","0","0","-"
"501","2019","09","26","Kab. Kepulauan Yapen","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1073236205491","985092212139","91,79 %","71404966488","46070769754","64,52 %","11624813538","9102353107","78,30 %","38592538509","19675647608","50,98 %","6296713768","2582898879","41,02 %","14890900673","14709870160","98,78 %","744456989000","726587145830","97,60 %","35130294000","26373472100","75,07 %","567383332000","567383332000","100,00 %","141943363000","132830341730","93,58 %","257374250003","212434296555","82,54 %","135700906000","149303726000","110,02 %","0","0","-","10567960003","17137795324","162,17 %","94656505000","45992775231","48,59 %","16448879000","0","0,00 %","0","0","-","0","0","-","1323236205491","1005364189162","75,98 %","658235694868","590681427062","89,74 %","405768244927","373701565914","92,10 %","17455138889","0","0,00 %","0","0","-","27790423452","26657349548","95,92 %","9519619000","9819122000","103,15 %","0","0","-","195952268600","179503389600","91,61 %","1750000000","1000000000","57,14 %","0","0","-","665000510623","414682762100","62,36 %","55414816275","404188000","0,73 %","196862098384","250313124449","127,15 %","412723595964","163965449651","39,73 %","250000000000","67025089696","26,81 %","250000000000","71025089696","28,41 %","0","71025089696","-","0","0","-","0","0","-","250000000000","0","0,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","4000000000","-","0","0","-","0","4000000000","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"502","2019","04","26","Kab. Merauke","Realisasi APBD 2019 (per 21 Oktober 2020)","False","2174678472573","2130019808076","97,95 %","153426825214","172836634016","112,65 %","24748960176","49661319446","200,66 %","10843562740","11979002831","110,47 %","9933403904","7926900679","79,80 %","107900898394","103269411060","95,71 %","1573041178000","1558588530587","99,08 %","61971973000","75191654161","121,33 %","1248680865000","1246645106000","99,84 %","262388340000","236751770426","90,23 %","448210469359","398594643473","88,93 %","23575205291","46357800000","196,64 %","0","0","-","32617783068","46248690600","141,79 %","354917819000","300900234123","84,78 %","37099662000","5087918750","13,71 %","0","0","-","0","0","-","2359678472573","2190351970807","92,82 %","1030996787480","941375501482","91,31 %","591675457132","535294691908","90,47 %","0","0","-","0","0","-","34148066976","40665662256","119,09 %","7577976400","11377375849","150,14 %","0","0","-","395595286972","354037771469","89,49 %","2000000000","0","0,00 %","0","0","-","1328681685093","1248976469325","94,00 %","160528886806","64538951695","40,20 %","739662773394","781197426343","105,62 %","428490024893","403240091287","94,11 %","185000000000","227581541056","123,02 %","195000000000","241795051956","124,00 %","195000000000","230273409756","118,09 %","0","0","-","0","0","-","0","11521642200","-","0","0","-","0","0","-","0","0","-","0","0","-","10000000000","14213510900","142,14 %","0","0","-","10000000000","10000000000","100,00 %","0","4213510900","-","0","0","-","0","0","-","0","0","-","0","0","-"
"503","2019","03","26","Kab. Jayawijaya","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1587566140966","1501399916392","94,57 %","45701759371","60722419247","132,87 %","13075000000","15974959609","122,18 %","8238000000","8995160330","109,19 %","7229677627","2246846281","31,08 %","17159081744","33505453027","195,26 %","1054497681000","1059359378870","100,46 %","37856411000","49930811920","131,90 %","748744131000","748744131000","100,00 %","267897139000","260684435950","97,31 %","487366700595","381318118275","78,24 %","27426182950","16409521691","59,83 %","0","0","-","18786674645","22858324073","121,67 %","397716164000","332033047511","83,48 %","43437679000","10017225000","23,06 %","0","0","-","0","0","-","1587566140966","1426437978757","89,85 %","904665455656","792490042235","87,60 %","386155156064","342756618481","88,76 %","0","0","-","12500000000","5007744000","40,06 %","51786988250","34701164412","67,01 %","16810026000","6980000000","41,52 %","2950163200","2950163200","100,00 %","428463122142","391964352142","91,48 %","6000000000","8130000000","135,50 %","0","0","-","682900685310","633947936522","92,83 %","75912731490","74114700443","97,63 %","357162332726","345077658755","96,62 %","249825621094","214755577324","85,96 %","0","21858572048","-","0","21858572048","-","0","21858572048","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"504","2019","06","26","Kab. Nabire","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1365020819000","1343320377420","98,41 %","44992911000","60821259227","135,18 %","13045346000","19004630811","145,68 %","5227565000","3363364571","64,34 %","0","1700829804","-","26720000000","36752434041","137,55 %","1084295237000","1076882536473","99,32 %","49599742000","59775236603","120,52 %","729813816000","728148195000","99,77 %","304881679000","288959104870","94,78 %","235732671000","205616581720","87,22 %","0","5299647000","-","0","0","-","23763378000","34605447377","145,63 %","211969293000","156736969243","73,94 %","0","7524750000","-","0","0","-","0","1449768100","-","1222520819000","1416126031431","115,84 %","610066966159","787835424954","129,14 %","404159851259","387689097175","95,92 %","4860000000","7567144000","155,70 %","0","0","-","16539200000","36945000000","223,38 %","12000000000","181893100000","1.515,78 %","0","0","-","170507914900","173121083779","101,53 %","2000000000","620000000","31,00 %","0","0","-","612453852841","628290606477","102,59 %","45611633281","53005177991","116,21 %","326412761412","348975332648","106,91 %","240429458148","226310095838","94,13 %","-142500000000","99224649339","-69,63 %","0","245724649339","-","0","59724649339","-","0","0","-","0","0","-","0","186000000000","-","0","0","-","0","0","-","0","0","-","0","0","-","142500000000","146500000000","102,81 %","0","0","-","2500000000","2500000000","100,00 %","140000000000","144000000000","102,86 %","0","0","-","0","0","-","0","0","-","0","0","-"
"505","2019","10","26","Kota Jayapura","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1348852891125","1295121334810","96,02 %","261254365557","235147029262","90,01 %","165631808186","179181183332","108,18 %","23365121467","18315145151","78,39 %","1883936901","3722542856","197,59 %","70373499003","33928157923","48,21 %","867680973000","859654061175","99,07 %","58645765000","54936823231","93,68 %","659707334000","660127804000","100,06 %","149327874000","144589433944","96,83 %","219917552568","200320244373","91,09 %","0","24964400000","-","0","0","-","58880147568","83480097273","141,78 %","101028679000","91875747100","90,94 %","0","0","-","60008726000","0","0,00 %","0","0","-","1369396976434","1260474272186","92,05 %","720107656684","659364708277","91,56 %","502334169571","478443860563","95,24 %","0","0","-","0","0","-","64317438000","46834330000","72,82 %","5000000000","5080500000","101,61 %","115657889365","73431825890","63,49 %","30798159748","52927085824","171,85 %","2000000000","2647106000","132,36 %","0","0","-","649289319750","601109563909","92,58 %","61869709666","876200000","1,42 %","426815012015","433673154093","101,61 %","160604598069","166560209816","103,71 %","20544085309","25345362560","123,37 %","32544085309","37345362560","114,75 %","32544085309","37345362560","114,75 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","12000000000","12000000000","100,00 %","0","0","-","12000000000","12000000000","100,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"506","2019","08","26","Kab. Puncak Jaya","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1436518855383","1310826410174","91,25 %","20837161852","10060826781","48,28 %","1187369759","370384491","31,19 %","2618592093","1615200761","61,68 %","6500000000","2942230133","45,27 %","10531200000","5133011396","48,74 %","964243434000","942157476194","97,71 %","35997008000","33673362732","93,54 %","782423755000","781271755000","99,85 %","145822671000","127212358462","87,24 %","451438259531","358608107199","79,44 %","0","0","-","0","0","-","8986456531","13495989050","150,18 %","128559753000","345112118149","268,44 %","313892050000","0","0,00 %","0","0","-","0","0","-","1454229462884","1277053564142","87,82 %","851981276322","792715490091","93,04 %","347897950022","251448935791","72,28 %","0","0","-","0","0","-","25950000000","25878500000","99,72 %","79225200000","136818845000","172,70 %","0","0","-","393908126300","374769209300","95,14 %","5000000000","3800000000","76,00 %","0","0","-","602248186562","484338074051","80,42 %","3720387000","3071585000","82,56 %","388024171147","338892599518","87,34 %","210503628415","142373889533","67,63 %","17710607501","26877930061","151,76 %","26710607501","29877930061","111,86 %","26710607501","29877930061","111,86 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","9000000000","3000000000","33,33 %","0","0","-","9000000000","3000000000","33,33 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
